kind	schema	name	desc	rows	colcount
TABLE	dbo	RENAME_20260911_173205_yj_doc_modify_log_bak_20260911	备份/改名残留(20260911 面板结构调整前备份,可清理)	3	14
TABLE	dbo	RENAME_20260911_173205_yj_doc_status_bak_20260911	备份/改名残留(20260911 面板结构调整前备份,可清理)	53	26
TABLE	dbo	RENAME_20260911_213754_yj_doc_status_bak_20260911	备份/改名残留(20260911 面板结构调整前备份,可清理)	53	26
TABLE	dbo	report_column_settings	报表列设置(用户自定义列布局,按panel_code存JSON)	0	5
TABLE	dbo	rod_return	炭棒不良退货登记头表	0	18
TABLE	dbo	rod_return_detail	炭棒不良退货登记占位行表(恒空,doc模式要求)	0	7
TABLE	dbo	s_allno	单据编号	434	16
TABLE	dbo	s_commdata	通讯数据	712	28
TABLE	dbo	s_cookie	Cookie值	0	15
TABLE	dbo	s_error	错误信息	2	19
TABLE	dbo	s_fromexcel	EXCEL导入设置	0	19
TABLE	dbo	s_log	上机日志	8220	20
TABLE	dbo	s_otherfunc	窗体_其他功能	0	16
TABLE	dbo	s_phrase	通讯短语	0	15
TABLE	dbo	s_remoteprint	远程打印	43	28
TABLE	dbo	s_repbody	报表表身	0	27
TABLE	dbo	s_repdraw	报表画线	0	18
TABLE	dbo	s_repformat	窗体_报表格式	56	23
TABLE	dbo	s_repheader	报表表头	0	30
TABLE	dbo	s_repinfo	报表信息	0	24
TABLE	dbo	s_roles	用户角色	189	18
TABLE	dbo	s_rzxz	入职须知	4	15
TABLE	dbo	s_screen	屏幕参数	113	17
TABLE	dbo	s_SelWhere	查询条件设置(遗留)	4	23
TABLE	dbo	s_sys	系统表	5660	46
TABLE	dbo	s_xtcs	系统参数	14	17
TABLE	dbo	s_ycdy	远程打印记录	23	27
TABLE	dbo	sample_req	样品申请单头表(录入/审核/执行三级)	0	19
TABLE	dbo	sample_req_detail	样品申请单行表(样品种类/规格/打样背景/交期)	1	14
TABLE	dbo	scjd	生产进度	0	27
TABLE	dbo	scjd_ls	生产进度-历史资料	0	28
TABLE	dbo	scjl	生产记录	7	76
TABLE	dbo	scpc	生产排程	0	62
TABLE	dbo	scrb	生成日报	0	35
TABLE	dbo	scrb_bs	生产日报-明细	0	26
TABLE	dbo	sczxd	装箱单	0	55
TABLE	dbo	setdate	数据库设置	1	16
TABLE	dbo	sfkcz	收付款冲账明细	4	25
TABLE	dbo	sfkmx	收付款明细	6	21
TABLE	dbo	sl_recv		0	26
TABLE	dbo	sl_recv_detail		8	32
TABLE	dbo	t1	临时表(可清理)	0	3
TABLE	dbo	t2	临时表(可清理)	1	1
TABLE	dbo	tmp_excel	临时表-EXCEL	856	24
TABLE	dbo	tmp_report	临时表-表身	41	43
TABLE	dbo	tmp_report_head	临时表-标头	11	43
TABLE	dbo	users	用户	5	38
TABLE	dbo	wbgd	外包工单	4	39
TABLE	dbo	wh_record	无黑处理登记头表(加湿前后重量/无黑时间)	0	19
TABLE	dbo	wh_record_detail	无黑处理登记占位行表(恒空,doc模式要求)	0	7
TABLE	dbo	wlxx	物流信息	0	22
TABLE	dbo	wo_line_stock	线边库存(PR系列,已下架)	0	12
TABLE	dbo	wo_material_pick	工序领料记录(PR系列,已下架)	0	15
TABLE	dbo	wo_order	生产工单(五工序计划预填,产品批号取号)	0	23
TABLE	dbo	wo_progress	工单工序进度(报工审核按工序累计完成数量)	10	11
TABLE	dbo	wo_report	工序报工单(切炭行支持直销数量双出口)	0	17
TABLE	dbo	wo_stage_report	工序报工记录(PR系列,已下架)	0	19
TABLE	dbo	xjjl	巡检记录	0	51
TABLE	dbo	xjjl_sz	巡检记录-测试数值	0	34
TABLE	dbo	xsdh	销售订货(遗留)	3	22
TABLE	dbo	yj_attachment	单据附件表(panel_code+doc_no+field_key定位,文件名/存储名/大小/类型)	0	12
TABLE	dbo	yj_change_dept	产品变更申请单部门映射:纸面「部门评审意见」的部门行(YJ-QR-130 的 7 个部门)↔ 系统部门 yj_dept.id —— 账号按 yj_user.dept_id 命中本表即可填写对应部门行(管理员豁免)	12	8
TABLE	dbo	yj_dept	部门表(多级,parentId)	20	4
TABLE	dbo	yj_doc_modify_log	归档单修改记录(修改前后差异快照与审批链)	0	14
TABLE	dbo	yj_doc_modify_log_bak_20260911	备份/改名残留(20260911 面板结构调整前备份,可清理)	3	14
TABLE	dbo	yj_doc_status	单据状态表(shr审核/canceled作废/stopped中止/pending审批中/archived归档/modify_state修改态)	72	29
TABLE	dbo	yj_doc_status_bak_20260911	备份/改名残留(20260911 面板结构调整前备份,可清理)	2	26
TABLE	dbo	yj_field	面板字段注册表(列名/中文标签/类型/字典SQL/参照面板/位置query|header|detail/必填)	3908	20
TABLE	dbo	yj_form_approval	审批流记录(提交/通过/驳回留痕)	206	9
TABLE	dbo	yj_locale	语言表(启用语言清单,插行即出现语言切换器)	10	5
TABLE	dbo	yj_lot_seq	批号流水表(批号=yyyymmdd+3位流水,材料/产品批号统一取号)	0	2
TABLE	dbo	yj_message	站内消息表(收件人/消息码/关联面板与单据/已读)	0	14
TABLE	dbo	yj_panel	面板注册表(元数据核心:面板编码/模式doc|flat|archive/头行表/前缀/日期列/模块分组)	163	17
TABLE	dbo	yj_plan_term	计划条款表(阶段中止/恢复申请:stage/reason/state)	0	16
TABLE	dbo	yj_report_template	报表模板表(ADR-0002:DB 存储精细模板,上传即编译校验生效免重启;template_code 唯一,panel_code 绑定面板)	1	11
TABLE	dbo	yj_role	角色表(角色编码/名称/is_admin)	2	5
TABLE	dbo	yj_role_panel	角色-面板授权表(perms动作词表含view等,can_approve=审批权)	29	5
TABLE	dbo	yj_schema_log	数据库结构脚本执行日志(script_name+content_hash 幂等记录)	188	3
TABLE	dbo	yj_share_file	共享文件表(研发管理·全公司共享资料:标准/测试报告/认证报告;1行=1份文件,文件本体存yj_attachment,权限=指定人上传改删、其余仅查阅)	0	17
TABLE	dbo	yj_share_file_cat	共享文件分类表(树形 parent_id,研发管理·共享文件模块;分类可增减,有文件或子分类时禁删)	13	8
TABLE	dbo	yj_std_lib	标准库(lib_code+item_code 内容片段,供文书面板引用)	153	11
TABLE	dbo	yj_translation	多语言翻译表(scope=panel|field,ref_key=中文键,source=mt机翻|manual人工)	18080	8
TABLE	dbo	yj_usage_log	使用日志(登录与面板操作留痕,使用权限查看页面数据源)	1402	9
TABLE	dbo	yj_user	用户表(登录名/口令哈希/姓名/部门dept_id/角色role_id/管理员标志is_admin)	4	8
TABLE	dbo	ysfk	收付款(遗留)	0	22
TABLE	dbo	zc	转仓单	0	25
