panel_code|col_name|label
GFDA|group_id|group_id
KHDA|价格等级-id|价格等级-id
KHDA|国家-id|国家-id
KHDA|省-id|省-id
KHDA|市-id|市-id
KHDA|区-id|区-id
KHDA|部门-id|部门-id
KHDA|类别-id|类别-id
KHDA|业务员-id|业务员-id
KHDA|结算期限id|结算期限id
KHDA|结算客户id|结算客户id
SO_ORDER|商品id|商品id
SO_ORDER|基本单位id|基本单位id
SO_ORDER|单位id|单位id
SO_ORDER|序列号流转ID|序列号流转ID
SO_ORDER|源单id_src_inter_id|源单id_src_inter_id
SO_ORDER|源单分录id|源单分录id
SO_ORDER|单据整单折前价税合计_bill_dis_before_amount|单据整单折前价税合计_bill_dis_before_amount
