panel_code|col_name
PURCHASE_IN|单据日期
PURCHASE_IN|仓库
PURCHASE_IN|单据编号
PURCHASE_IN|汇率
PURCHASE_IN|供应商编码
PURCHASE_IN|供应商
PURCHASE_IN|经手人
PURCHASE_IN|金额
PURCHASE_IN|备注
PURCHASE_IN|创建时间
PURCHASE_IN|交货方式
PURCHASE_IN|结算状态
PURCHASE_IN|联系人电话
PURCHASE_IN|到期日
SALE_OUT|单据日期
SALE_OUT|仓库
SALE_OUT|单据编号
SALE_OUT|出库类别
SALE_OUT|客户
SALE_OUT|客户编码
SALE_OUT|经手人
SALE_OUT|备注
SALE_OUT|创建时间
SALE_OUT|结算状态
SALE_OUT|金额
SALE_OUT|联系人电话
SALE_OUT|出入库状态
SALE_OUT|交货方式
SALE_OUT|到期日
